,ID,UTTERANCE,RELATIONS,primary_relation,split
443,443,what year was the campaign released,movie.initial_release_date,movie.initial_release_date,train
1193,1193,list rating g,movie.rating,movie.rating,train
2574,2574,find films made by the company searchlight films,movie.production_companies,movie.production_companies,train
1547,1547,what movies have christian bale played in,movie.starring.actor,movie.starring.actor,train
2835,2835,what is the movie the campaign about,movie.subjects,movie.subjects,train
568,568,who directed dirty dancing,movie.directed_by,movie.directed_by,train
217,217,how much was it to make the film batman begins,movie.estimated_budget,movie.estimated_budget,train
2395,2395,what country was les miserables made,movie.country,movie.country,train
1225,1225,get films from the united kingdom,movie.country,movie.country,train
2597,2597,what is the movie with patrick swayze and jennifer grey,movie.starring.actor,movie.starring.actor,train
2212,2212,search for the producer of step up,movie.produced_by,movie.produced_by,train
3169,3169,what genre,movie.genre,movie.genre,train
1890,1890,look up alfred hitchcock movies,movie.directed_by,movie.directed_by,train
1330,1330,are there any french films showing,movie.country movie.language,movie.country,train
1076,1076,dirty dancing facts,NO_REL,NO_REL,train
2183,2183,production company for the hulk,movie.production_companies,movie.production_companies,train
302,302,which country is this movie from,movie.country,movie.country,train
3214,3214,what is the latest movie directed by director two,movie.directed_by movie.initial_release_date,movie.directed_by,train
3300,3300,reviews of star wars four,movie.review,movie.review,train
2786,2786,how much did looper make in the box office,movie.gross_revenue,movie.gross_revenue,train
565,565,who is the director of batman,movie.directed_by,movie.directed_by,train
2054,2054,pull up spielberg,NO_REL,NO_REL,train
2099,2099,who is the producer for hitch,movie.produced_by,movie.produced_by,train
40,40,list cast and crew in july,movie.starring.actor,movie.starring.actor,train
2002,2002,want to see charles vidor,NO_REL,NO_REL,train
558,558,who directed jurassic park,movie.directed_by,movie.directed_by,train
3054,3054,what does nr stand for,movie_other,movie_other,train
805,805,show me movies from brazil,movie.country,movie.country,train
3053,3053,what does a r rating mean,movie_other,movie_other,train
172,172,look for the budget of freedom writers,movie.estimated_budget,movie.estimated_budget,train
3154,3154,has charles vidor won any awards,person.award,person.award,train
204,204,list the budget for avatar,movie.estimated_budget,movie.estimated_budget,train
3175,3175,watch movie omg oh nine twenty eight twenty twelve,movie.media movie.initial_release_date,movie.media,train
491,491,who was the director in men in black 3,movie.directed_by,movie.directed_by,train
2975,2975,flags of foreign countries,other,other,train
2272,2272,can you tell me the rating for cabin in the woods,movie.rating,movie.rating,train
618,618,what genre is the hunger games,movie.genre,movie.genre,train
889,889,find italian movies,movie.country movie.language,movie.country,train
2967,2967,different country flags,other,other,train
1006,1006,brian de palma movies,movie.directed_by,movie.directed_by,train
1052,1052,i need page on life is beautiful,NO_REL,NO_REL,train
140,140,who was the lead actress in the hunger games,movie.starring.actor,movie.starring.actor,train
1125,1125,list some paramount produced films,movie.production_companies,movie.production_companies,train
1573,1573,give me a list of r rated movies,movie.rating,movie.rating,train
320,320,what country does les miserable come from,movie.country,movie.country,train
1176,1176,pg-13 movies,movie.rating,movie.rating,train
2605,2605,i want to see films involving cars,movie.subjects,movie.subjects,train
1966,1966,who is bruce willis,NO_REL,NO_REL,train
304,304,where was black swan produced,movie.country,movie.country,train
2251,2251,what is the rating for dirty dancing,movie.rating,movie.rating,train
324,324,when can i see top gun,movie.initial_release_date,movie.initial_release_date,train
927,927,give me a list of romance movies,movie.genre,movie.genre,train
364,364,karate kid release date,movie.initial_release_date,movie.initial_release_date,train
480,480,who is the person that directed the film the dark knight,movie.directed_by,movie.directed_by,train
1645,1645,show zombie movies,movie.subjects,movie.subjects,train
2378,2378,show me the budget for terminator 1,movie.estimated_budget,movie.estimated_budget,train
2461,2461,i need to get names of some thriller movies with pg thirteen rating,movie.rating movie.genre,movie.rating,train
2571,2571,find dreamworks movies from twenty ten,movie.production_companies movie.initial_release_date,movie.production_companies,train
3071,3071,who was your favorite beatle,other,other,train
772,772,list some funny russian movies,movie.country movie.language movie.genre,movie.country,train
3213,3213,movies by franco zephereli,movie.directed_by,movie.directed_by,train
2084,2084,information for clark gable,NO_REL,NO_REL,train
1642,1642,see zombie movies,movie.subjects,movie.subjects,train
955,955,what other movies has bill paxton starred in,movie.starring.actor,movie.starring.actor,train
2886,2886,robert wise children,movie_other,movie_other,train
933,933,find movies in french,movie.language,movie.language,train
549,549,search director of the movie platoon,movie.directed_by,movie.directed_by,train
110,110,what actors appeared in the movie hitch,movie.starring.actor,movie.starring.actor,train
186,186,what was titanic's budget,movie.estimated_budget,movie.estimated_budget,train
2973,2973,find select info,other,other,train
82,82,who starred in taxi,movie.starring.actor,movie.starring.actor,train
2115,2115,who produced cars,movie.produced_by,movie.produced_by,train
2223,2223,show me the film rating,movie.rating,movie.rating,train
785,785,display information for film finding nemo,NO_REL,NO_REL,train
1571,1571,angelina jolie's latest movie,movie.starring.actor movie.initial_release_date,movie.starring.actor,train
3171,3171,evil goes global video,movie.media,movie.media,train
2717,2717,give me a list of irish actors,person.nationality,person.nationality,train
1912,1912,which current movies are rated pg,movie.rating movie.initial_release_date,movie.rating,train
3141,3141,who is in picture one,movie.starring.actor,movie.starring.actor,train
1997,1997,show me more information about the producer ray stark,NO_REL,NO_REL,train
2776,2776,how much money did iron man gross,movie.gross_revenue,movie.gross_revenue,train
2270,2270,how old for black swan,movie.rating,movie.rating,train
1099,1099,show me movies in japanese,movie.language,movie.language,train
1751,1751,i am looking for movies produced by clint eastwood,movie.produced_by,movie.produced_by,train
2351,2351,what was the name of the actor who plays victor on young and the restless,movie.starring.actor movie.starring.character,movie.starring.actor,train
329,329,when was in july released,movie.initial_release_date,movie.initial_release_date,train
883,883,i want to watch movies from germany,movie.country,movie.country,train
2604,2604,do you have any movies about cars,movie.subjects,movie.subjects,train
1688,1688,what movie did victor fleming direct,movie.directed_by,movie.directed_by,train
228,228,budget request for my big fat greek wedding,movie.estimated_budget,movie.estimated_budget,train
2757,2757,total revenue for ghostbusters,movie.gross_revenue,movie.gross_revenue,train
2222,2222,what is movie rated,movie.rating,movie.rating,train
58,58,show me more information about the cast and crew of the movie apollo thirteen,movie.starring.actor,movie.starring.actor,train
2534,2534,movies in september twenty twelve,movie.initial_release_date,movie.initial_release_date,train
409,409,avatar realease date,movie.initial_release_date,movie.initial_release_date,train
1660,1660,find movies directed by niel abramson,movie.directed_by,movie.directed_by,train
1233,1233,list movies produced by sean penn,movie.produced_by,movie.produced_by,train
2783,2783,dollars in sales looper,movie.gross_revenue,movie.gross_revenue,train
2768,2768,what was the box office gross in hitch,movie.gross_revenue,movie.gross_revenue,train
2629,2629,gardening movies,movie.subjects,movie.subjects,train
3145,3145,the name of the actress who played the boy's mother in the russian movie mirror,movie.starring.actor movie.starring.character movie.country,movie.starring.actor,train
1343,1343,what is the plot of vulgaria,NO_REL,NO_REL,train
356,356,when will jaws be released,movie.initial_release_date,movie.initial_release_date,train
627,627,give me the genre of the movie lawless,movie.genre,movie.genre,train
1674,1674,movies by george lucas,movie.directed_by,movie.directed_by,train
2480,2480,find classic car documentaries,movie.genre movie.subjects,movie.genre,train
1703,1703,run a search for star wars four,NO_REL,NO_REL,train
3151,3151,what awards did this film receive,movie.award,movie.award,train
937,937,search for movies in french,movie.language,movie.language,train
2581,2581,show all r movies for twenty eleven,movie.rating movie.initial_release_date,movie.rating,train
2120,2120,name of producer for ghost busters,movie.produced_by,movie.produced_by,train
